Year,Indicator_Name,Value
2006,"Life expectancy at birth, male (years)",64.091
2005,"Life expectancy at birth, male (years)",63.689
2004,"Life expectancy at birth, male (years)",63.293
2003,"Life expectancy at birth, male (years)",62.902
2002,"Life expectancy at birth, male (years)",62.511
2001,"Life expectancy at birth, male (years)",62.121
2000,"Life expectancy at birth, male (years)",61.729
1999,"Life expectancy at birth, male (years)",61.335
1998,"Life expectancy at birth, male (years)",60.936
1997,"Life expectancy at birth, male (years)",60.531
1996,"Life expectancy at birth, male (years)",60.121
1995,"Life expectancy at birth, male (years)",59.703
1994,"Life expectancy at birth, male (years)",59.277
1993,"Life expectancy at birth, male (years)",58.843
1992,"Life expectancy at birth, male (years)",58.405
1991,"Life expectancy at birth, male (years)",57.967
1990,"Life expectancy at birth, male (years)",57.536
1989,"Life expectancy at birth, male (years)",57.122
1988,"Life expectancy at birth, male (years)",56.727
1987,"Life expectancy at birth, male (years)",56.352
1986,"Life expectancy at birth, male (years)",55.994
1985,"Life expectancy at birth, male (years)",55.647
1984,"Life expectancy at birth, male (years)",55.302
1983,"Life expectancy at birth, male (years)",54.949
1982,"Life expectancy at birth, male (years)",54.577
1981,"Life expectancy at birth, male (years)",54.182
1980,"Life expectancy at birth, male (years)",53.758
1979,"Life expectancy at birth, male (years)",53.305
1978,"Life expectancy at birth, male (years)",52.828
1977,"Life expectancy at birth, male (years)",52.33
1976,"Life expectancy at birth, male (years)",51.812
1975,"Life expectancy at birth, male (years)",51.275
1974,"Life expectancy at birth, male (years)",50.719
1973,"Life expectancy at birth, male (years)",50.146
1972,"Life expectancy at birth, male (years)",49.558
1971,"Life expectancy at birth, male (years)",48.958
1970,"Life expectancy at birth, male (years)",48.35
1969,"Life expectancy at birth, male (years)",47.737
1968,"Life expectancy at birth, male (years)",47.123
1967,"Life expectancy at birth, male (years)",46.509
1966,"Life expectancy at birth, male (years)",45.898
1965,"Life expectancy at birth, male (years)",45.29
1964,"Life expectancy at birth, male (years)",44.685
1963,"Life expectancy at birth, male (years)",44.081
1962,"Life expectancy at birth, male (years)",43.477
1961,"Life expectancy at birth, male (years)",42.872
1960,"Life expectancy at birth, male (years)",42.266
2017,"Fertility rate, total (births per woman)",2.243
2016,"Fertility rate, total (births per woman)",2.266
2015,"Fertility rate, total (births per woman)",2.295
2014,"Fertility rate, total (births per woman)",2.333
2013,"Fertility rate, total (births per woman)",2.381
2012,"Fertility rate, total (births per woman)",2.439
2011,"Fertility rate, total (births per woman)",2.506
2010,"Fertility rate, total (births per woman)",2.581
2009,"Fertility rate, total (births per woman)",2.661
2008,"Fertility rate, total (births per woman)",2.743
2007,"Fertility rate, total (births per woman)",2.823
2006,"Fertility rate, total (births per woman)",2.899
2005,"Fertility rate, total (births per woman)",2.972
2004,"Fertility rate, total (births per woman)",3.041
2003,"Fertility rate, total (births per woman)",3.109
2002,"Fertility rate, total (births per woman)",3.176
2001,"Fertility rate, total (births per woman)",3.244
2000,"Fertility rate, total (births per woman)",3.311
1999,"Fertility rate, total (births per woman)",3.379
1998,"Fertility rate, total (births per woman)",3.446
1997,"Fertility rate, total (births per woman)",3.514
1996,"Fertility rate, total (births per woman)",3.582
1995,"Fertility rate, total (births per woman)",3.651
1994,"Fertility rate, total (births per woman)",3.723
1993,"Fertility rate, total (births per woman)",3.799
1992,"Fertility rate, total (births per woman)",3.877
1991,"Fertility rate, total (births per woman)",3.959
1990,"Fertility rate, total (births per woman)",4.045
1989,"Fertility rate, total (births per woman)",4.132
1988,"Fertility rate, total (births per woman)",4.222
1987,"Fertility rate, total (births per woman)",4.311
1986,"Fertility rate, total (births per woman)",4.399
1985,"Fertility rate, total (births per woman)",4.484
1984,"Fertility rate, total (births per woman)",4.563
1983,"Fertility rate, total (births per woman)",4.636
1982,"Fertility rate, total (births per woman)",4.703
1981,"Fertility rate, total (births per woman)",4.766
1980,"Fertility rate, total (births per woman)",4.827
1979,"Fertility rate, total (births per woman)",4.889
1978,"Fertility rate, total (births per woman)",4.956
1977,"Fertility rate, total (births per woman)",5.029
1976,"Fertility rate, total (births per woman)",5.108
1975,"Fertility rate, total (births per woman)",5.192
1974,"Fertility rate, total (births per woman)",5.278
1973,"Fertility rate, total (births per woman)",5.363
1972,"Fertility rate, total (births per woman)",5.444
1971,"Fertility rate, total (births per woman)",5.519
1970,"Fertility rate, total (births per woman)",5.587
1969,"Fertility rate, total (births per woman)",5.648
1968,"Fertility rate, total (births per woman)",5.702
1967,"Fertility rate, total (births per woman)",5.751
1966,"Fertility rate, total (births per woman)",5.794
1965,"Fertility rate, total (births per woman)",5.83
1964,"Fertility rate, total (births per woman)",5.859
1963,"Fertility rate, total (births per woman)",5.88
1962,"Fertility rate, total (births per woman)",5.894
1961,"Fertility rate, total (births per woman)",5.902
1960,"Fertility rate, total (births per woman)",5.906
2017,"Survival to age 65, female (% of cohort)",74.208586
2016,"Survival to age 65, female (% of cohort)",73.8068916
2015,"Survival to age 65, female (% of cohort)",73.4051972
2014,"Survival to age 65, female (% of cohort)",73.0035028
2013,"Survival to age 65, female (% of cohort)",72.6018084
2012,"Survival to age 65, female (% of cohort)",72.200114
2011,"Survival to age 65, female (% of cohort)",71.5017488
2010,"Survival to age 65, female (% of cohort)",70.8033836
2009,"Survival to age 65, female (% of cohort)",70.1050184
2008,"Survival to age 65, female (% of cohort)",69.4066532
2007,"Survival to age 65, female (% of cohort)",68.708288
2006,"Survival to age 65, female (% of cohort)",68.1361614
2005,"Survival to age 65, female (% of cohort)",67.5640348
2004,"Survival to age 65, female (% of cohort)",66.9919082
2003,"Survival to age 65, female (% of cohort)",66.4197816
2002,"Survival to age 65, female (% of cohort)",65.847655
2001,"Survival to age 65, female (% of cohort)",65.2479538
2000,"Survival to age 65, female (% of cohort)",64.6482526
1999,"Survival to age 65, female (% of cohort)",64.0485514
1998,"Survival to age 65, female (% of cohort)",63.4488502
1997,"Survival to age 65, female (% of cohort)",62.849149
1996,"Survival to age 65, female (% of cohort)",61.9977752
1995,"Survival to age 65, female (% of cohort)",61.1464014
1994,"Survival to age 65, female (% of cohort)",60.2950276
1993,"Survival to age 65, female (% of cohort)",59.4436538
1992,"Survival to age 65, female (% of cohort)",58.59228
1991,"Survival to age 65, female (% of cohort)",57.6980322
1990,"Survival to age 65, female (% of cohort)",56.8037844
1989,"Survival to age 65, female (% of cohort)",55.9095366
1988,"Survival to age 65, female (% of cohort)",55.0152888
1987,"Survival to age 65, female (% of cohort)",54.121041
1986,"Survival to age 65, female (% of cohort)",53.6156126
1985,"Survival to age 65, female (% of cohort)",53.1101842
1984,"Survival to age 65, female (% of cohort)",52.6047558
1983,"Survival to age 65, female (% of cohort)",52.0993274
1982,"Survival to age 65, female (% of cohort)",51.593899
1981,"Survival to age 65, female (% of cohort)",50.862226
1980,"Survival to age 65, female (% of cohort)",50.130553
1979,"Survival to age 65, female (% of cohort)",49.39888
1978,"Survival to age 65, female (% of cohort)",48.667207
1977,"Survival to age 65, female (% of cohort)",47.935534
1976,"Survival to age 65, female (% of cohort)",46.7314114
1975,"Survival to age 65, female (% of cohort)",45.5272888
1974,"Survival to age 65, female (% of cohort)",44.3231662
1973,"Survival to age 65, female (% of cohort)",43.1190436
1972,"Survival to age 65, female (% of cohort)",41.914921
1971,"Survival to age 65, female (% of cohort)",40.6300616
1970,"Survival to age 65, female (% of cohort)",39.3452022
1969,"Survival to age 65, female (% of cohort)",38.0603428
1968,"Survival to age 65, female (% of cohort)",36.7754834
1967,"Survival to age 65, female (% of cohort)",35.490624
1966,"Survival to age 65, female (% of cohort)",34.3657366
1965,"Survival to age 65, female (% of cohort)",33.2408492
1964,"Survival to age 65, female (% of cohort)",32.1159618
1963,"Survival to age 65, female (% of cohort)",30.9910744
1962,"Survival to age 65, female (% of cohort)",29.866187
1961,"Survival to age 65, female (% of cohort)",28.9934944
1960,"Survival to age 65, female (% of cohort)",28.1208018
2017,"Survival to age 65, male (% of cohort)",68.210888
2016,"Survival to age 65, male (% of cohort)",67.7648112
2015,"Survival to age 65, male (% of cohort)",67.3187344
2014,"Survival to age 65, male (% of cohort)",66.8726576
2013,"Survival to age 65, male (% of cohort)",66.4265808
2012,"Survival to age 65, male (% of cohort)",65.980504
2011,"Survival to age 65, male (% of cohort)",65.3962132
2010,"Survival to age 65, male (% of cohort)",64.8119224
2009,"Survival to age 65, male (% of cohort)",64.2276316
2008,"Survival to age 65, male (% of cohort)",63.6433408
2007,"Survival to age 65, male (% of cohort)",63.05905
2006,"Survival to age 65, male (% of cohort)",62.4459358
2005,"Survival to age 65, male (% of cohort)",61.8328216
2004,"Survival to age 65, male (% of cohort)",61.2197074
2003,"Survival to age 65, male (% of cohort)",60.6065932
2002,"Survival to age 65, male (% of cohort)",59.993479
2001,"Survival to age 65, male (% of cohort)",59.3845554
2000,"Survival to age 65, male (% of cohort)",58.7756318
1999,"Survival to age 65, male (% of cohort)",58.1667082
1998,"Survival to age 65, male (% of cohort)",57.5577846
1997,"Survival to age 65, male (% of cohort)",56.948861
1996,"Survival to age 65, male (% of cohort)",56.2793376
1995,"Survival to age 65, male (% of cohort)",55.6098142
1994,"Survival to age 65, male (% of cohort)",54.9402908
1993,"Survival to age 65, male (% of cohort)",54.2707674
1992,"Survival to age 65, male (% of cohort)",53.601244
1991,"Survival to age 65, male (% of cohort)",52.9246988
1990,"Survival to age 65, male (% of cohort)",52.2481536
1989,"Survival to age 65, male (% of cohort)",51.5716084
1988,"Survival to age 65, male (% of cohort)",50.8950632
1987,"Survival to age 65, male (% of cohort)",50.218518
1986,"Survival to age 65, male (% of cohort)",49.8085238
1985,"Survival to age 65, male (% of cohort)",49.3985296
1984,"Survival to age 65, male (% of cohort)",48.9885354
1983,"Survival to age 65, male (% of cohort)",48.5785412
1982,"Survival to age 65, male (% of cohort)",48.168547
1981,"Survival to age 65, male (% of cohort)",47.6416674
1980,"Survival to age 65, male (% of cohort)",47.1147878
1979,"Survival to age 65, male (% of cohort)",46.5879082
1978,"Survival to age 65, male (% of cohort)",46.0610286
1977,"Survival to age 65, male (% of cohort)",45.534149
1976,"Survival to age 65, male (% of cohort)",44.7587144
1975,"Survival to age 65, male (% of cohort)",43.9832798
1974,"Survival to age 65, male (% of cohort)",43.2078452
1973,"Survival to age 65, male (% of cohort)",42.4324106
1972,"Survival to age 65, male (% of cohort)",41.656976
1971,"Survival to age 65, male (% of cohort)",40.6555782
1970,"Survival to age 65, male (% of cohort)",39.6541804
1969,"Survival to age 65, male (% of cohort)",38.6527826
1968,"Survival to age 65, male (% of cohort)",37.6513848
1967,"Survival to age 65, male (% of cohort)",36.649987
1966,"Survival to age 65, male (% of cohort)",35.6854332
1965,"Survival to age 65, male (% of cohort)",34.7208794
1964,"Survival to age 65, male (% of cohort)",33.7563256
1963,"Survival to age 65, male (% of cohort)",32.7917718
1962,"Survival to age 65, male (% of cohort)",31.827218
1961,"Survival to age 65, male (% of cohort)",30.933802
1960,"Survival to age 65, male (% of cohort)",30.040386
2016,Wanted fertility rate (births per woman),1.8
2006,Wanted fertility rate (births per woman),1.9
1999,Wanted fertility rate (births per woman),2.1
1993,Wanted fertility rate (births per woman),2.6
2006,Female headed households (% of households with a female head),14.4
1999,Female headed households (% of households with a female head),10.3
1993,Female headed households (% of households with a female head),9.2
2016,Women who were first married by age 15 (% of women ages 20-24),5.4
2006,Women who were first married by age 15 (% of women ages 20-24),13.1
1999,Women who were first married by age 15 (% of women ages 20-24),23.4
1993,Women who were first married by age 15 (% of women ages 20-24),17.6
2016,Women who were first married by age 18 (% of women ages 20-24),25.3
2006,Women who were first married by age 18 (% of women ages 20-24),44.5
1999,Women who were first married by age 18 (% of women ages 20-24),50
1993,Women who were first married by age 18 (% of women ages 20-24),50.2
2016,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),7.9
2006,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),16
1999,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),20.6
1993,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),23.2
2018,"Population ages 00-04, female (% of female population)",8.525748717
2017,"Population ages 00-04, female (% of female population)",8.596682137
